date,meta,aapl,amzn,nflx,goog
2019-01-02,135.67999267578100,39.47999954223630,76.95649719238280,267.6600036621090,52.29249954223630
2019-01-03,131.74000549316400,35.54750061035160,75.01399993896480,271.20001220703100,50.803001403808600
2019-01-04,137.9499969482420,37.064998626709000,78.76950073242190,297.57000732421900,53.535499572753900
2019-01-07,138.0500030517580,36.98249816894530,81.47550201416020,315.3399963378910,53.419498443603500
2019-01-08,142.52999877929700,37.6875,82.8290023803711,320.2699890136720,53.81399917602540
2019-01-09,144.22999572753900,38.32749938964840,82.97100067138670,319.9599914550780,53.733001708984400
2019-01-10,144.1999969482420,38.45000076293950,82.81099700927730,324.6600036621090,53.51649856567380
2019-01-11,143.8000030517580,38.0724983215332,82.02799987792970,337.5899963378910,52.859500885009800
2019-01-14,145.38999938964800,37.5,80.8604965209961,332.94000244140600,52.234500885009800
2019-01-15,148.9499969482420,38.26750183105470,83.72799682617190,354.6400146484380,53.85749816894530
2019-01-16,147.5399932861330,38.73500061035160,84.18900299072270,351.3900146484380,54.048500061035200
2019-01-17,148.3000030517580,38.96500015258790,84.66100311279300,353.19000244140600,54.494998931884800
2019-01-18,150.0399932861330,39.20500183105470,84.80999755859380,339.1000061035160,54.91299819946290
2019-01-22,147.57000732421900,38.32500076293950,81.6084976196289,325.1600036621090,53.5260009765625
2019-01-23,144.3000030517580,38.47999954223630,82.0009994506836,321.989990234375,53.778499603271500
2019-01-24,145.8300018310550,38.17499923706060,82.74649810791020,326.6700134277340,53.69499969482420
2019-01-25,149.00999450683600,39.439998626709000,83.52850341796880,338.04998779296900,54.54949951171880
2019-01-28,147.47000122070300,39.07500076293950,81.89450073242190,335.6600036621090,53.50400161743160
2019-01-29,144.19000244140600,38.66999816894530,79.69400024414060,328.8999938964840,53.03099822998050
2019-01-30,150.4199981689450,41.3125,83.52149963378910,340.6600036621090,54.452999114990200
2019-01-31,166.69000244140600,41.61000061035160,85.9365005493164,339.5,55.81850051879880
2019-02-01,165.7100067138670,41.630001068115200,81.3115005493164,339.8500061035160,55.537498474121100
2019-02-04,169.25,42.8125,81.66549682617190,351.3399963378910,56.63999938964840
2019-02-05,171.16000366210900,43.54499816894530,82.94049835205080,355.80999755859400,57.29949951171880
2019-02-06,170.49000549316400,43.560001373291000,82.01300048828130,352.19000244140600,55.76150131225590
2019-02-07,166.3800048828130,42.73500061035160,80.71849822998050,344.7099914550780,54.93550109863280
2019-02-08,167.3300018310550,42.602500915527300,79.41100311279300,347.57000732421900,54.75299835205080
2019-02-11,165.7899932861330,42.35749816894530,79.55000305175780,345.7300109863280,54.7504997253418
2019-02-12,165.0399932861330,42.72249984741210,81.90049743652340,359.9700012207030,56.06850051879880
2019-02-13,164.07000732421900,42.54499816894530,82.0,351.7699890136720,56.007999420166000
2019-02-14,163.9499969482420,42.70000076293950,81.13249969482420,359.07000732421900,56.083499908447300
2019-02-15,162.5,42.60499954223630,80.39749908447270,356.8699951171880,55.682498931884800
2019-02-19,162.2899932861330,42.73249816894530,81.37899780273440,361.9200134277340,55.928001403808600
2019-02-20,162.55999755859400,43.00749969482420,81.1050033569336,359.9100036621090,55.689998626709000
2019-02-21,160.0399932861330,42.76499938964840,80.97200012207030,356.9700012207030,54.8484992980957
2019-02-22,161.88999938964800,43.24250030517580,81.5780029296875,363.0199890136720,55.51850128173830
2019-02-25,164.6199951171880,43.557498931884800,81.6500015258789,363.9100036621090,55.470001220703100
2019-02-26,164.1300048828130,43.58250045776370,81.81999969482420,364.9700012207030,55.756500244140600
2019-02-27,162.80999755859400,43.717498779296900,82.05449676513670,362.8699951171880,55.8025016784668
2019-02-28,161.4499969482420,43.287498474121100,81.99150085449220,358.1000061035160,55.99599838256840
2019-03-01,162.27999877929700,43.74250030517580,83.58650207519530,357.32000732421900,57.04949951171880
2019-03-04,167.3699951171880,43.962501525878900,84.80850219726560,351.0400085449220,57.38999938964840
2019-03-05,171.25999450683600,43.88249969482420,84.62149810791020,354.29998779296900,58.10150146484380
2019-03-06,172.50999450683600,43.630001068115200,83.44750213623050,359.6099853515630,57.893001556396500
2019-03-07,169.1300048828130,43.125,81.29750061035160,352.6000061035160,57.165000915527300
2019-03-08,169.60000610351600,43.227500915527300,81.04000091552730,349.6000061035160,57.11600112915040
2019-03-11,172.07000732421900,44.724998474121100,83.53099822998050,358.8599853515630,58.78799819946290
2019-03-12,171.9199981689450,45.227500915527300,83.65499877929690,356.2699890136720,59.65999984741210
2019-03-13,173.3699951171880,45.4275016784668,84.54049682617190,361.2099914550780,59.66600036621090
2019-03-14,170.1699981689450,45.932498931884800,84.31099700927730,358.82000732421900,59.27750015258790
2019-03-15,165.97999572753900,46.529998779296900,85.61799621582030,361.4599914550780,59.222999572753900
2019-03-18,160.47000122070300,47.005001068115200,87.10749816894530,363.44000244140600,59.2130012512207
2019-03-19,161.57000732421900,46.63249969482420,88.09249877929690,358.7799987792970,59.942501068115200
2019-03-20,165.44000244140600,47.040000915527300,89.8635025024414,375.2200012207030,61.19850158691410
2019-03-21,166.0800018310550,48.772499084472700,90.96299743652340,377.8699951171880,61.57699966430660
2019-03-22,164.33999633789100,47.76250076293950,88.2385025024414,361.010009765625,60.275001525878900
2019-03-25,166.2899932861330,47.185001373291000,88.71299743652340,366.2300109863280,59.650001525878900
2019-03-26,167.67999267578100,46.6974983215332,89.18800354003910,359.9700012207030,59.23099899291990
2019-03-27,165.8699951171880,47.11750030517580,88.28500366210940,353.3699951171880,58.6510009765625
2019-03-28,165.5500030517580,47.18000030517580,88.6709976196289,354.6099853515630,58.42449951171880
2019-03-29,166.69000244140600,47.48749923706060,89.0374984741211,356.55999755859400,58.66550064086910
2019-04-01,168.6999969482420,47.810001373291000,90.70950317382810,366.9599914550780,59.721500396728500
2019-04-02,174.1999969482420,48.505001068115200,90.6989974975586,367.7200012207030,60.02450180053710
2019-04-03,173.5399932861330,48.837501525878900,91.03500366210940,369.75,60.29600143432620
2019-04-04,176.02000427246100,48.92250061035160,90.94300079345700,367.8800048828130,60.75
2019-04-05,175.72000122070300,49.25,91.86399841308590,365.489990234375,60.35749816894530
2019-04-08,174.92999267578100,50.025001525878900,92.49299621582030,361.4100036621090,60.19200134277340
